,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
1889,Kid Icarus,NES,1987.0,,Nintendo  ,Nintendo R&D1  ,,,0.53,0.12,1.09,0.02,1.76
1890,Sonic the Hedgehog 3,GEN,1994.0,,Sega  ,Sonic Team  ,,,1.02,0.47,0.2,0.07,1.76
1891,The Legend of Zelda: The Minish Cap,GBA,2005.0,,Nintendo  ,Flagship  ,8.9,,0.89,0.22,0.22,0.1,1.42
1896,Kinect Star Wars,X360,2012.0,,Microsoft Studios  ,Terminal Reality  ,,,1.05,0.53,0.03,0.15,1.76
1898,Star Wars: Starfighter,PS2,2001.0,,LucasArts  ,LucasArts  ,,,0.61,0.87,0.02,0.26,1.76
1900,Just Cause 2,PS3,2010.0,,Square Enix  ,Avalanche Studios  ,8.3,,0.45,0.92,0.06,0.32,1.75
1902,Pro Evolution Soccer,PS2,2001.0,,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.06,0.9,0.53,0.27,1.75
1904,Disney's Aladdin,SNES,1993.0,,Capcom  ,Capcom/Disney  ,,,0.94,0.34,0.21,0.27,1.75
1905,Kirby's Adventure,NES,1993.0,,Nintendo  ,HAL Laboratory  ,,,0.79,0.14,0.8,0.02,1.75
1906,Yoshi,NES,1992.0,,Nintendo  ,Game Freak  ,,,0.7,0.13,0.91,0.01,1.75
1907,For Honor,PS4,2017.0,,Ubisoft  ,Ubisoft Montreal  ,,,0.73,0.66,0.07,0.28,1.75
1908,FIFA Soccer 08,PS3,2007.0,,EA Sports  ,EA Canada  ,8.5,,0.35,1.07,0.02,0.31,1.75
1909,Dance Dance Revolution X,PS2,2008.0,,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.85,0.66,0.01,0.22,1.75
1912,Star Wars Episode I: The Phantom Menace,PS,1999.0,,LucasArts  ,Big Ape Productions  ,,,0.72,0.89,0.04,0.1,1.74
1917,Shadow of the Tomb Raider,PS4,2018.0,,Square Enix  ,Eidos Montreal  ,,,0.59,0.82,0.06,0.27,1.74
1920,Harry Potter and the Sorcerer's Stone,GB,2001.0,,Electronic Arts  ,Griptonite Games  ,,,0.94,0.62,0.1,0.07,1.73
1921,Mario & Luigi: Partners in Time,DS,2005.0,,Nintendo  ,AlphaDream Corporation  ,8.8,,0.74,0.05,0.43,0.07,1.29
1924,Dishonored,X360,2013.0,,Bethesda Softworks  ,Arkane Studios  ,,,1.06,0.5,0.01,0.15,1.72
1927,Metroid II: Return of Samus,GB,1991.0,,Nintendo  ,Intelligent Systems  ,7.3,,0.85,0.31,0.56,0.04,1.76
1929,Titanfall 2,PS4,2016.0,,Electronic Arts  ,Respawn Entertainment  ,8.9,,0.75,0.62,0.06,0.28,1.72
1940,Call of Duty Black Ops: Declassified,PSV,2012.0,,Activision  ,Nihilistic  ,,,0.74,0.52,0.07,0.38,1.71
1941,Portal 2,PS3,2011.0,,Valve  ,Valve Software  ,9.6,,0.83,0.62,0.02,0.24,1.71
1942,FIFA Soccer 10,PS2,2009.0,,EA Sports  ,EA Canada  ,,,0.23,0.24,0.0,1.23,1.7
1943,Hitman: Absolution,X360,2012.0,,Square Enix  ,IO Interactive  ,,,0.68,0.88,0.01,0.13,1.7
1944,Chrono Cross,PS,2000.0,,Square EA  ,SquareSoft  ,9.7,9.8,0.62,0.42,0.69,0.12,1.86
1945,Devil May Cry 2,PS2,2003.0,,Capcom  ,Capcom  ,6.5,,0.71,0.58,0.51,0.17,1.97
1946,Dragon Quest V: Hand of the Heavenly Bride,DS,2009.0,,Square Enix  ,ArtePiazza  ,8.6,,0.17,0.02,1.36,0.02,1.57
1947,Dragon Quest VI: Realms of Revelation,DS,2011.0,,Nintendo  ,ArtePiazza  ,7.6,,0.2,0.15,1.35,0.03,1.73
1949,Dynasty Warriors 5,PS2,2005.0,,KOEI  ,Omega Force  ,,,0.24,0.18,0.91,0.06,1.39
1950,Final Fantasy II,SNES,1991.0,,Square  ,Square  ,10.0,,0.24,0.09,1.33,0.12,1.77
1951,Final Fantasy Tactics Advance,GBA,2003.0,,Nintendo  ,Square Enix  ,,,0.82,0.37,0.89,0.05,2.13
1954,Kingdom Hearts 358/2 Days,DS,2009.0,,Square Enix  ,High Horse Entertainment  ,7.5,,1.06,0.26,0.53,0.13,1.99
1955,Kingdom Hearts: Birth by Sleep,PSP,2010.0,,Square Enix  ,Square Enix  ,7.9,,0.63,0.42,0.75,0.27,2.08
1957,Super Princess Peach,DS,2006.0,,Nintendo  ,TOSE Software  ,7.8,,0.7,0.05,0.21,0.07,1.03
1959,Tekken 6,X360,2009.0,,Namco Bandai  ,Namco Bandai Games  ,7.8,,0.71,0.41,0.05,0.13,1.3
1966,SOCOM 3: U.S. Navy SEALs,PS2,2005.0,,Sony Computer Entertainment  ,Zipper Interactive  ,,,1.22,0.34,0.04,0.1,1.69
1967,Saints Row IV,X360,2013.0,,Deep Silver  ,Volition Inc.  ,,,1.01,0.51,0.01,0.15,1.69
1969,Cooking Mama 3: Shop & Chop,DS,2009.0,,505 Games  ,Cooking Mama Ltd.  ,,,0.79,0.66,0.08,0.17,1.69
1970,Need for Speed: Undercover,X360,2008.0,,Electronic Arts  ,EA Vancouver  ,6.3,,0.8,0.7,0.01,0.18,1.69
1972,The Legend of Zelda: Breath of the Wild,WiiU,2017.0,,Nintendo  ,Nintendo EPD  ,10.0,10.0,0.66,0.42,0.15,0.11,1.34
1973,WCW vs. nWo: World Tour,N64,1997.0,,THQ  ,Aki Corp.  ,,,1.37,0.28,0.03,0.02,1.69
1974,WCW/NWO Thunder,PS,1998.0,,THQ  ,Inland Productions  ,,,1.1,0.48,0.04,0.07,1.69
1975,Harry Potter and the Sorcerer's Stone,GBA,2001.0,,Electronic Arts  ,Griptonite Games  ,6.6,,0.87,0.66,0.08,0.08,1.69
1979,Far Cry 4,XOne,2014.0,,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.85,0.68,0.02,0.14,1.68
1980,Saints Row 2,PS3,2008.0,,THQ  ,Volition Inc.  ,7.9,,0.88,0.54,0.02,0.24,1.68
1984,Time Crisis,PS,1997.0,,Namco  ,Namco  ,8.5,,0.38,0.87,0.33,0.1,1.68
1986,Virtua Fighter 4,PS2,2002.0,,Sega  ,Sega-AM2  ,9.3,,0.78,0.44,0.56,0.04,1.81
1992,Dragon Age: Origins,PS3,2009.0,,Electronic Arts  ,BioWare Edmonton  ,8.7,,0.96,0.42,0.08,0.21,1.67
1994,Disney's DuckTales,NES,1989.0,,Capcom  ,Capcom  ,,,0.91,0.3,0.42,0.04,1.67
1995,"Monsters, Inc.",GBA,2001.0,,THQ  ,Artificial Mind and Movement  ,,,0.59,0.95,0.03,0.1,1.67
1996,Tony Hawk's Pro Skater 3,PS,2001.0,,Activision  ,Neversoft  ,,,1.09,0.49,0.02,0.07,1.67
1997,PGR: Project Gotham Racing 2,XB,2003.0,,Microsoft Game Studios  ,Bizarre Creations  ,8.9,,0.97,0.59,0.04,0.07,1.67
1998,Destiny,PS3,2014.0,,Activision  ,Bungie  ,,,0.69,0.59,0.13,0.26,1.67
1999,Fight Night Round 3,PS3,2006.0,,EA Sports  ,EA Chicago  ,,,0.81,0.58,0.01,0.26,1.67
